userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
bjanssonn1,pricing structure,TX,whitney high school,cerritos,CA,2.76,2023,Mathematics,Computer Engineering,606,773,32,32,6,7,8,722,332,313,583,231,245,306,339,294,5
cplastown2,artificial intelligence,LA,brooklyn technical high school,brooklyn,NY,2.57,2023,Biology,Sociology,622,776,10,22,28,1,32,642,372,251,590,225,723,630,748,659,5
erudderhamn3,support,GA,academic magnet high school,north charleston,SC,2.98,2025,Computer Science,Sociology,621,296,9,14,2,30,30,258,735,244,551,264,607,326,532,585,5
cprisen4,Ergonomic,NV,academy for information technology,scotch plains,NJ,3.38,2023,English,Computer Engineering,505,762,35,4,27,4,21,628,528,239,361,626,744,297,738,336,8
rbrucen5,time-frame,ND,james madison high school,vienna,VA,2.07,2024,English,Creative Writing,627,785,31,12,3,32,23,274,691,390,671,626,567,222,710,330,5
afilippovn6,dedicated,OR,whitney high school,cerritos,CA,2.88,2023,Mathematics,Psychology,497,451,31,10,12,23,8,532,359,699,741,616,669,241,300,471,8
lharbertsonn7,Advanced,TX,brooklyn technical high school,brooklyn,NY,3.53,2026,Computer Science,Sociology,552,655,7,30,11,25,21,536,572,544,302,230,269,616,644,377,10
chollingdalen8,web-enabled,FL,academic magnet high school,north charleston,SC,3.71,2023,Computer Science,Psychology,703,796,24,13,3,26,14,308,349,685,587,473,379,637,535,440,2
ksalliern9,solution,FL,academy for information technology,scotch plains,NJ,3.64,2024,English,Sociology,475,413,21,5,4,22,17,645,334,431,708,575,442,258,293,578,8
upetraccina,Total,TX,james madison high school,vienna,VA,2.9,2025,Biology,Creative Writing,669,495,19,34,7,6,16,468,723,681,232,542,344,551,408,275,0
gritchmannb,regional,LA,whitney high school,cerritos,CA,3.69,2024,Computer Science,Sociology,756,515,6,16,22,2,27,661,553,773,779,382,690,462,432,307,5
dtunnacliffenc,adapter,TX,brooklyn technical high school,brooklyn,NY,2.05,2025,Spanish,Computer Engineering,753,467,11,12,15,34,14,278,279,571,288,796,591,605,311,610,10
arembrandtnd,Secured,NV,academic magnet high school,north charleston,SC,2.77,2023,Biology,Creative Writing,501,641,22,29,18,24,27,253,568,546,764,326,560,678,634,713,0
llimmingne,moratorium,FL,academy for information technology,scotch plains,NJ,2.53,2025,Spanish,Psychology,313,718,34,11,31,20,20,578,684,297,315,589,591,353,238,778,4
jlarkingsnf,Secured,MI,james madison high school,vienna,VA,2.92,2024,Spanish,Creative Writing,432,390,12,35,26,8,34,591,553,511,590,486,288,743,341,675,9
dgardinerng,reciprocal,IN,whitney high school,cerritos,CA,2.01,2025,Spanish,Sociology,528,571,11,31,22,13,2,251,490,655,763,524,661,548,744,773,5
smccuddennh,clear-thinking,TN,brooklyn technical high school,brooklyn,NY,3.43,2024,Computer Science,Psychology,415,272,3,27,16,26,23,799,322,395,367,739,632,262,350,405,1
rtoffanellini,Cross-group,AL,academic magnet high school,north charleston,SC,3.89,2023,Mathematics,Creative Writing,778,449,14,11,22,4,25,556,652,385,381,520,465,671,340,219,6
kfullbrooknj,directional,TX,academy for information technology,scotch plains,NJ,2.92,2023,English,Computer Engineering,608,372,36,5,2,35,10,562,571,533,678,555,495,242,268,610,4
mtubblenk,Centralized,IN,james madison high school,vienna,VA,2.28,2024,Spanish,Creative Writing,249,268,10,30,17,28,4,288,270,239,530,593,586,377,752,209,5
sbegwellnl,complexity,TX,whitney high school,cerritos,CA,3.09,2022,Mathematics,Sociology,475,232,36,2,12,32,28,441,518,737,767,545,266,467,369,762,8
hkitchingnm,web-enabled,DC,brooklyn technical high school,brooklyn,NY,3.12,2024,English,Creative Writing,501,232,6,4,35,32,12,797,665,326,285,760,743,443,769,655,1
kmullalynn,systemic,FL,academic magnet high school,north charleston,SC,2.36,2023,Spanish,Computer Engineering,255,311,32,11,33,7,2,667,697,681,638,777,455,768,345,785,10
hwortmanno,Graphic Interface,MA,academy for information technology,scotch plains,NJ,2.48,2025,Biology,Creative Writing,573,351,13,14,19,18,4,231,781,757,526,437,657,429,222,673,7
tfeltennp,clear-thinking,MN,james madison high school,vienna,VA,3.07,2026,English,Sociology,318,370,22,4,27,32,10,219,464,719,532,238,492,742,545,522,1
amaccallisternq,composite,CA,whitney high school,cerritos,CA,2.51,2024,Spanish,Psychology,782,638,25,16,12,31,32,382,562,486,737,542,592,307,444,250,8
nivanyushkinnr,strategy,PA,brooklyn technical high school,brooklyn,NY,3.28,2025,Spanish,Creative Writing,245,347,30,23,20,21,1,505,532,518,477,578,691,461,738,238,8
bsextins,neutral,IA,academic magnet high school,north charleston,SC,2.46,2022,English,Sociology,718,361,8,24,25,32,8,314,638,284,269,505,228,213,546,704,7
hleggesnt,paradigm,FL,academy for information technology,scotch plains,NJ,3.67,2026,Mathematics,Computer Engineering,395,422,4,16,33,34,17,289,684,617,625,238,710,476,372,459,8
aspitaronu,core,CA,james madison high school,vienna,VA,2.05,2023,Mathematics,Psychology,491,607,20,8,9,12,21,464,409,715,465,353,287,578,507,529,0
bgrottynv,capability,VA,whitney high school,cerritos,CA,3.48,2026,Biology,Computer Engineering,794,399,7,30,20,11,19,319,708,223,588,797,277,611,794,476,8
aemmattnw,systemic,IL,brooklyn technical high school,brooklyn,NY,3.12,2022,Mathematics,Sociology,419,537,4,17,10,13,17,559,237,590,535,500,770,789,465,548,10
kstainlandnx,Grass-roots,MO,academic magnet high school,north charleston,SC,2.42,2023,Computer Science,Creative Writing,555,301,24,24,34,14,3,220,541,737,569,259,728,379,436,545,7
cgernerny,optimal,FL,academy for information technology,scotch plains,NJ,2.75,2026,Computer Science,Sociology,413,403,15,3,34,28,12,326,628,339,577,385,290,643,654,723,0
cgodlipnz,tangible,FL,james madison high school,vienna,VA,3.17,2026,Computer Science,Sociology,369,393,19,22,2,11,27,711,362,747,347,318,269,642,466,540,9
npricketto0,flexibility,OK,whitney high school,cerritos,CA,2.37,2026,Biology,Creative Writing,617,660,15,29,35,7,17,733,209,613,445,364,588,327,457,558,6
wdestoopo1,portal,IN,brooklyn technical high school,brooklyn,NY,3.29,2022,Mathematics,Computer Engineering,631,366,32,26,7,36,26,770,336,348,709,300,726,701,468,309,8
mkrebso2,grid-enabled,FL,academic magnet high school,north charleston,SC,2.97,2025,Spanish,Computer Engineering,791,786,28,29,29,10,31,381,307,728,230,330,676,378,399,704,2
agarno3,orchestration,GA,academy for information technology,scotch plains,NJ,2.44,2026,Spanish,Psychology,711,393,8,10,4,10,22,766,554,644,233,441,701,407,635,337,5
mroseborougho4,Total,VA,james madison high school,vienna,VA,3.45,2022,Computer Science,Sociology,563,532,13,12,17,15,16,511,790,710,703,527,689,724,517,435,0
hfraczkiewiczo5,Expanded,IL,whitney high school,cerritos,CA,2.62,2026,Mathematics,Computer Engineering,593,737,29,15,36,36,15,740,338,365,683,602,792,789,686,402,8
rlarkworthyo6,Right-sized,CA,brooklyn technical high school,brooklyn,NY,2.17,2024,Mathematics,Psychology,777,703,26,35,23,12,25,563,576,667,261,233,495,774,281,530,1
bofahertyo7,Persevering,DC,academic magnet high school,north charleston,SC,3.46,2023,English,Sociology,450,366,31,1,11,26,31,335,738,326,468,778,253,412,736,514,3
ljanjusevico8,multi-tasking,WA,academy for information technology,scotch plains,NJ,2.63,2026,English,Psychology,219,210,22,29,36,5,20,659,747,713,410,273,443,546,379,230,2
edatono9,hub,TN,james madison high school,vienna,VA,2.93,2024,Computer Science,Sociology,290,477,8,32,13,24,24,726,531,773,211,579,579,706,400,291,0
ogillamoa,fresh-thinking,CA,whitney high school,cerritos,CA,3.11,2025,Spanish,Psychology,270,351,14,26,13,30,15,345,789,297,285,798,461,206,730,269,6
nlendremob,Automated,WI,brooklyn technical high school,brooklyn,NY,3.28,2025,Computer Science,Psychology,502,662,18,5,15,14,9,660,770,298,798,679,209,728,499,357,3
tcottieoc,extranet,TX,academic magnet high school,north charleston,SC,3.6,2026,Computer Science,Sociology,483,479,11,18,21,2,2,502,276,689,594,408,224,451,462,461,6
dduseyod,bifurcated,DC,academy for information technology,scotch plains,NJ,3.13,2025,Spanish,Computer Engineering,540,621,27,4,33,21,11,659,234,631,527,786,263,662,364,786,0
gparelloe,grid-enabled,NC,james madison high school,vienna,VA,3.73,2024,English,Creative Writing,531,331,14,36,17,19,32,789,357,727,351,760,288,502,354,738,3
rmidfordof,project,NC,whitney high school,cerritos,CA,2.14,2023,Mathematics,Creative Writing,768,686,13,5,25,18,24,718,243,700,747,313,289,442,769,408,9
rromaintog,workforce,DC,brooklyn technical high school,brooklyn,NY,2.71,2026,Computer Science,Creative Writing,297,456,21,7,25,36,21,730,242,200,396,387,688,784,334,376,4
cgoaksoh,dynamic,ID,academic magnet high school,north charleston,SC,3.58,2026,Computer Science,Sociology,579,233,35,4,36,35,1,567,406,329,440,622,754,305,295,697,2
scockeroi,Enhanced,GA,academy for information technology,scotch plains,NJ,2.33,2024,Mathematics,Computer Engineering,535,537,2,16,11,33,24,613,788,306,271,452,482,528,502,504,1
rgreatexoj,modular,GA,james madison high school,vienna,VA,2.43,2026,Biology,Sociology,352,305,1,4,9,7,12,325,355,790,356,746,416,437,674,346,4
kstoyellok,instruction set,TX,whitney high school,cerritos,CA,3.64,2026,Spanish,Computer Engineering,658,392,25,26,29,19,16,604,336,480,382,524,311,589,569,558,9
fyushkinol,Multi-channelled,IL,brooklyn technical high school,brooklyn,NY,3.29,2025,Biology,Computer Engineering,383,229,5,7,30,2,13,464,755,723,480,393,547,380,271,539,5
mderuelom,hardware,MO,academic magnet high school,north charleston,SC,3.26,2026,Computer Science,Psychology,210,479,31,32,27,23,32,716,656,756,606,689,758,481,720,719,1
tgaroghanon,local area network,LA,academy for information technology,scotch plains,NJ,3.3,2025,Mathematics,Sociology,793,350,29,22,5,19,19,264,314,325,389,571,264,356,636,325,2
cbellinooo,core,NC,james madison high school,vienna,VA,2.02,2025,Spanish,Computer Engineering,390,401,36,11,5,9,31,671,338,236,584,785,291,424,780,616,10
cpardalop,Grass-roots,MN,whitney high school,cerritos,CA,3.34,2026,Mathematics,Psychology,694,688,22,14,23,11,27,371,759,775,547,476,667,350,681,382,6
hfavelleoq,upward-trending,FL,brooklyn technical high school,brooklyn,NY,2.14,2025,Spanish,Creative Writing,277,698,30,9,26,22,19,691,324,681,726,667,317,301,644,588,10
isneesbyor,help-desk,KY,academic magnet high school,north charleston,SC,3.77,2024,Mathematics,Creative Writing,762,798,8,5,27,31,2,446,630,537,648,319,392,570,605,454,9
mnormavilleos,asynchronous,MD,academy for information technology,scotch plains,NJ,3.4,2025,Spanish,Sociology,237,283,20,21,14,25,16,625,528,342,590,275,757,702,371,617,10
amccarlot,Business-focused,WA,james madison high school,vienna,VA,3.66,2024,Mathematics,Creative Writing,624,636,17,5,26,9,19,324,561,652,310,623,479,566,308,613,3
mpaleyou,system engine,GA,whitney high school,cerritos,CA,2.45,2023,Biology,Sociology,413,453,25,24,20,26,19,595,405,581,616,546,215,654,790,416,0
eclynmanov,Graphic Interface,VA,brooklyn technical high school,brooklyn,NY,3.84,2022,Biology,Creative Writing,286,384,10,25,28,26,25,598,743,468,542,437,429,649,225,531,8
dmitchleyow,background,MN,academic magnet high school,north charleston,SC,3.63,2025,Computer Science,Computer Engineering,660,632,27,21,3,2,8,769,753,488,383,736,582,380,613,366,2
gscarffox,Self-enabling,VA,academy for information technology,scotch plains,NJ,2.69,2026,Computer Science,Sociology,721,243,1,32,19,33,4,258,510,350,431,443,311,370,680,266,0
cbruinemanoy,demand-driven,UT,james madison high school,vienna,VA,3.02,2024,English,Sociology,355,412,31,4,22,3,9,376,738,700,254,233,266,574,285,505,8
gmogenotoz,dedicated,TX,whitney high school,cerritos,CA,2.85,2025,English,Creative Writing,768,300,27,11,7,10,32,626,325,348,782,303,517,693,544,489,2
pfarensp0,algorithm,FL,brooklyn technical high school,brooklyn,NY,2.33,2024,Mathematics,Psychology,373,207,14,35,22,23,27,412,685,303,764,766,632,272,331,443,6
dsparyp1,capability,CA,academic magnet high school,north charleston,SC,2.83,2022,Spanish,Creative Writing,481,451,27,14,36,23,32,504,387,251,655,252,317,439,272,744,4
pbiscop2,adapter,OK,academy for information technology,scotch plains,NJ,3.37,2026,Computer Science,Creative Writing,709,590,30,17,4,35,5,782,738,683,306,294,629,779,284,498,0
fnancarrowp3,application,LA,james madison high school,vienna,VA,2.85,2026,Spanish,Computer Engineering,537,770,21,12,14,12,2,348,561,599,513,207,691,307,787,502,2
cfewp4,support,NH,whitney high school,cerritos,CA,3.01,2023,English,Sociology,770,373,23,23,35,16,3,592,293,287,639,584,389,381,212,431,1
hwoodwingp5,interactive,CA,brooklyn technical high school,brooklyn,NY,3.11,2023,Biology,Creative Writing,502,660,6,9,36,24,28,385,278,612,221,725,758,448,546,477,2
ahallwellp6,solution,MN,academic magnet high school,north charleston,SC,3.07,2023,Computer Science,Computer Engineering,211,650,30,28,10,18,19,687,532,493,504,766,342,454,348,550,5
rmarkovap7,static,NY,academy for information technology,scotch plains,NJ,2.2,2024,Spanish,Sociology,794,627,24,23,9,33,15,308,584,259,222,575,744,518,223,282,7
lbachmanp8,reciprocal,NV,james madison high school,vienna,VA,2.63,2024,English,Creative Writing,480,290,10,6,22,33,17,698,651,390,573,543,714,387,769,634,3
bdargavelp9,systemic,CA,whitney high school,cerritos,CA,2.87,2022,English,Sociology,266,345,36,22,22,10,31,442,737,380,326,473,771,648,706,372,3
ekelingpa,matrix,WI,brooklyn technical high school,brooklyn,NY,3.21,2025,Spanish,Psychology,400,352,18,16,6,13,26,211,497,438,509,520,433,440,212,786,2
mknevetpb,Graphical User Interface,MD,academic magnet high school,north charleston,SC,2.78,2024,Spanish,Sociology,443,429,31,15,32,26,20,284,318,408,666,526,782,308,329,422,4
lovittspc,success,CA,academy for information technology,scotch plains,NJ,2.15,2022,Mathematics,Computer Engineering,440,741,34,24,17,6,27,751,475,332,349,701,537,312,692,662,5
lblanningpd,task-force,MA,james madison high school,vienna,VA,3.82,2023,English,Creative Writing,522,434,23,16,23,29,31,666,248,366,463,288,435,335,648,797,1
asotworthpe,zero tolerance,TX,whitney high school,cerritos,CA,3.97,2022,English,Sociology,608,651,26,36,20,24,17,410,413,681,747,350,652,271,238,721,6
pmedfordpf,maximized,TX,brooklyn technical high school,brooklyn,NY,3.82,2022,Spanish,Psychology,292,524,20,28,35,32,9,280,496,368,235,257,590,255,436,448,3
ejosephsenpg,open architecture,AZ,academic magnet high school,north charleston,SC,2.35,2022,Spanish,Psychology,211,404,21,29,10,6,16,460,452,764,553,698,329,531,613,518,3
vdaughtreyph,optimal,CA,academy for information technology,scotch plains,NJ,2.85,2024,Computer Science,Creative Writing,482,793,31,17,36,5,32,696,473,397,670,529,455,388,427,390,6
cminihanpi,Integrated,UT,james madison high school,vienna,VA,2.55,2025,Mathematics,Sociology,576,663,1,21,20,33,15,736,714,382,625,605,649,545,769,548,2
gcogarpj,Enterprise-wide,AK,whitney high school,cerritos,CA,3.12,2022,English,Sociology,262,590,24,11,33,8,30,754,338,445,588,407,516,638,636,216,5
eduddypk,Multi-lateral,CT,brooklyn technical high school,brooklyn,NY,2.21,2023,English,Computer Engineering,353,204,14,20,36,21,33,257,418,598,428,708,337,771,685,337,7
rbertouloumepl,parallelism,TN,academic magnet high school,north charleston,SC,2.39,2025,Biology,Psychology,538,582,21,8,1,8,10,682,695,574,609,706,305,261,301,641,3
tlacasepm,Object-based,CA,academy for information technology,scotch plains,NJ,2.77,2022,Biology,Computer Engineering,757,258,27,9,26,4,19,604,220,793,788,430,212,249,527,677,1
mmcasgillpn,firmware,FL,james madison high school,vienna,VA,3.62,2026,Biology,Psychology,329,529,30,17,18,14,26,755,583,692,626,556,755,446,537,734,1
gdaglishpo,solution-oriented,CO,whitney high school,cerritos,CA,2.85,2023,English,Sociology,526,240,21,17,8,17,31,222,394,265,508,394,707,257,693,425,4
mgrebnerpp,Universal,NV,brooklyn technical high school,brooklyn,NY,3.71,2024,Mathematics,Creative Writing,206,645,34,36,29,5,10,403,279,220,411,342,718,241,384,596,6
crichenspq,projection,WA,academic magnet high school,north charleston,SC,3.34,2024,Computer Science,Psychology,258,790,10,18,10,24,22,418,668,333,503,387,799,231,796,293,9
rstablespr,encoding,NJ,academy for information technology,scotch plains,NJ,3.4,2026,Computer Science,Computer Engineering,540,555,33,25,6,28,12,441,592,654,664,545,644,702,742,225,10
twabbps,homogeneous,NM,james madison high school,vienna,VA,3.5,2025,English,Sociology,453,377,11,15,14,27,27,227,643,616,617,370,452,442,368,543,1
kgianettinipt,responsive,FL,whitney high school,cerritos,CA,2.05,2022,Computer Science,Creative Writing,516,736,33,32,18,31,2,465,573,648,639,527,751,361,291,630,8
alivettpu,multi-state,GA,brooklyn technical high school,brooklyn,NY,3.59,2023,Spanish,Creative Writing,667,247,24,29,31,1,5,320,200,629,788,551,259,640,752,615,9
ncervantespv,Inverse,FL,academic magnet high school,north charleston,SC,3.86,2024,Biology,Computer Engineering,623,257,17,29,36,30,9,483,233,716,509,346,330,654,673,710,2
tkummerlowepw,data-warehouse,OK,academy for information technology,scotch plains,NJ,2.02,2022,Mathematics,Sociology,359,659,15,6,16,28,21,260,420,449,213,260,680,418,666,284,3
pcatterallpx,Enterprise-wide,OH,james madison high school,vienna,VA,3.06,2026,Spanish,Psychology,577,577,30,2,15,29,34,226,771,543,510,451,578,281,786,708,7
afranzonellopy,methodology,TN,whitney high school,cerritos,CA,3.38,2022,Spanish,Computer Engineering,668,716,13,32,6,29,7,613,733,391,204,441,292,495,543,290,3
sspringhampz,3rd generation,FL,brooklyn technical high school,brooklyn,NY,2.11,2024,Spanish,Sociology,442,615,34,34,3,14,28,488,231,618,525,576,643,763,667,731,10
jjacobovitchq0,interactive,NM,academic magnet high school,north charleston,SC,4.0,2025,Spanish,Sociology,386,498,16,2,2,24,33,678,567,482,486,257,454,480,684,674,0
wscoughq1,Object-based,MN,academy for information technology,scotch plains,NJ,2.71,2026,Mathematics,Psychology,265,627,36,24,12,32,17,486,749,570,581,371,698,477,504,712,4
jstobartq2,optimizing,TN,james madison high school,vienna,VA,2.22,2025,Computer Science,Creative Writing,495,338,15,11,35,21,25,415,270,285,460,463,683,336,375,786,5
cpidgeleyq3,Focused,OH,whitney high school,cerritos,CA,2.77,2026,Computer Science,Sociology,558,571,32,2,15,12,19,265,221,304,760,597,557,673,773,775,2
aspehrq4,high-level,NY,brooklyn technical high school,brooklyn,NY,3.76,2024,Computer Science,Psychology,628,764,11,19,10,14,22,345,649,794,799,479,309,379,735,762,9
llefeuvreq5,neutral,PA,academic magnet high school,north charleston,SC,2.17,2026,Computer Science,Computer Engineering,403,438,6,34,16,34,26,433,536,448,678,214,442,686,647,698,6
gbenyanq6,Object-based,WA,academy for information technology,scotch plains,NJ,3.72,2022,Spanish,Psychology,789,549,28,3,12,17,14,736,452,642,279,513,524,565,357,308,5
atottieq7,User-friendly,OK,james madison high school,vienna,VA,2.27,2023,Spanish,Creative Writing,365,670,26,33,13,36,17,535,457,270,787,287,324,487,388,289,1
gavesq8,Stand-alone,FL,whitney high school,cerritos,CA,3.27,2022,Biology,Creative Writing,800,270,2,10,28,6,18,328,433,645,677,287,658,353,362,444,6
sputtenq9,Advanced,TX,brooklyn technical high school,brooklyn,NY,2.87,2026,Computer Science,Psychology,330,441,23,22,34,12,18,436,234,481,342,277,283,347,393,760,9
slabonqa,zero tolerance,NC,academic magnet high school,north charleston,SC,3.67,2025,Computer Science,Sociology,771,335,29,28,30,15,16,596,770,748,273,443,470,377,634,690,0
clembkeqb,Object-based,MN,academy for information technology,scotch plains,NJ,2.07,2023,Computer Science,Creative Writing,299,728,10,3,25,29,16,596,228,318,334,763,301,781,324,681,9
fhanscomeqc,background,CA,james madison high school,vienna,VA,2.54,2022,Spanish,Psychology,461,334,34,12,13,16,33,221,704,239,603,707,573,590,345,467,6
zlattinqd,support,FL,whitney high school,cerritos,CA,2.05,2023,Spanish,Psychology,577,765,7,15,22,12,21,494,624,442,434,712,256,392,566,694,6
apurkessqe,Decentralized,WA,brooklyn technical high school,brooklyn,NY,2.72,2024,Spanish,Computer Engineering,479,660,13,21,9,8,25,565,785,613,332,553,517,218,219,535,0
kdovydenasqf,mission-critical,AL,academic magnet high school,north charleston,SC,3.54,2024,Computer Science,Sociology,648,774,33,4,30,6,1,651,372,432,799,298,708,775,594,398,3
vjilesqg,capability,FL,academy for information technology,scotch plains,NJ,3.44,2022,English,Psychology,380,783,32,33,11,24,27,564,293,615,438,690,235,525,796,453,9
gmixterqh,access,TX,james madison high school,vienna,VA,2.11,2023,Biology,Computer Engineering,626,522,17,5,35,9,8,666,792,724,606,780,685,419,565,458,2
garrellqi,client-server,SC,whitney high school,cerritos,CA,3.44,2024,Biology,Sociology,568,356,16,8,20,30,21,271,447,719,252,333,557,657,397,454,7
adavidoviczqj,Upgradable,NC,brooklyn technical high school,brooklyn,NY,3.63,2022,Computer Science,Creative Writing,780,297,6,3,25,3,17,294,759,363,484,235,762,212,736,494,8
bcarlettqk,Robust,FL,academic magnet high school,north charleston,SC,3.97,2023,Biology,Sociology,754,774,4,5,29,26,24,708,321,426,661,350,736,544,604,780,5
grichardonql,architecture,GA,academy for information technology,scotch plains,NJ,3.11,2024,English,Computer Engineering,629,626,13,9,8,19,35,797,669,229,475,266,786,700,500,424,6
agurtonqm,hub,PA,james madison high school,vienna,VA,3.21,2024,Spanish,Creative Writing,740,661,13,34,36,20,30,401,683,218,312,458,319,503,235,634,4
jbradmoreqn,benchmark,PA,whitney high school,cerritos,CA,3.76,2023,Mathematics,Computer Engineering,452,523,36,2,24,13,34,790,488,322,329,234,331,278,578,358,5
nboulsherqo,Persistent,PA,brooklyn technical high school,brooklyn,NY,3.54,2023,Mathematics,Creative Writing,582,527,34,36,6,9,12,696,709,535,556,780,529,390,232,667,0
dbloxamqp,web-enabled,TX,academic magnet high school,north charleston,SC,2.89,2025,Spanish,Creative Writing,271,521,32,19,14,6,25,746,744,655,396,616,310,406,628,563,8
tattwaterqq,demand-driven,GA,academy for information technology,scotch plains,NJ,3.0,2025,Computer Science,Creative Writing,333,613,6,30,29,17,22,389,221,600,470,500,725,772,232,799,7
dstuddqr,structure,NY,james madison high school,vienna,VA,3.63,2026,Biology,Psychology,479,346,21,32,2,32,22,200,480,200,543,277,700,600,547,405,0
hclowsleyqs,User-centric,OR,whitney high school,cerritos,CA,3.18,2024,Mathematics,Psychology,244,657,19,33,22,20,32,739,748,339,231,246,749,635,395,422,4
tbrandinqt,core,OK,brooklyn technical high school,brooklyn,NY,3.62,2026,Spanish,Psychology,458,754,13,21,28,2,7,480,707,601,302,450,634,692,438,308,2
btarpeyqu,extranet,CO,academic magnet high school,north charleston,SC,2.77,2024,Mathematics,Computer Engineering,394,437,4,11,35,1,5,539,477,238,314,512,632,299,434,235,5
mduvalqv,non-volatile,TX,academy for information technology,scotch plains,NJ,2.9,2022,Computer Science,Psychology,273,462,23,29,13,27,16,684,505,771,683,212,568,637,297,642,10
igeockleqw,dedicated,GA,james madison high school,vienna,VA,2.02,2026,Biology,Psychology,690,796,14,33,8,22,11,267,572,523,356,356,314,791,565,283,5
kmclaneqx,Grass-roots,UT,whitney high school,cerritos,CA,2.47,2026,Spanish,Computer Engineering,364,396,24,2,24,17,34,686,723,283,798,779,739,483,300,284,2
gmatevosianqy,Monitored,IA,brooklyn technical high school,brooklyn,NY,3.71,2025,Computer Science,Creative Writing,761,408,25,34,6,30,14,782,405,586,604,671,598,307,508,625,2
mwatmanqz,Optional,WA,academic magnet high school,north charleston,SC,2.77,2023,Biology,Psychology,611,376,17,7,28,23,4,712,573,318,359,545,693,652,749,626,7
lcampor0,Secured,CA,academy for information technology,scotch plains,NJ,3.95,2023,Computer Science,Creative Writing,765,546,20,35,4,11,25,300,322,463,444,600,619,250,541,553,9
bkinnerleyr1,website,CA,james madison high school,vienna,VA,2.42,2024,Computer Science,Psychology,372,632,27,35,33,21,32,445,532,307,575,770,710,475,343,414,6
rloftier2,dedicated,KS,whitney high school,cerritos,CA,2.82,2025,Spanish,Sociology,377,556,11,9,29,4,26,694,468,740,556,245,774,665,695,777,7
crikkardr3,hybrid,TX,brooklyn technical high school,brooklyn,NY,3.81,2024,Spanish,Creative Writing,201,798,28,30,13,2,36,401,583,562,468,744,633,651,610,523,7
jkarpfr4,mobile,AZ,academic magnet high school,north charleston,SC,3.88,2025,Biology,Creative Writing,391,236,13,32,23,19,8,475,630,593,741,284,724,298,751,652,7
dlouther5,human-resource,MN,academy for information technology,scotch plains,NJ,3.41,2024,Mathematics,Creative Writing,584,736,33,29,7,24,18,319,234,489,321,696,453,401,697,732,4
zdissr6,Triple-buffered,WV,james madison high school,vienna,VA,2.92,2024,Biology,Computer Engineering,249,786,31,20,35,8,24,667,351,641,486,741,492,697,702,566,9
rarnor7,bandwidth-monitored,IL,whitney high school,cerritos,CA,2.09,2024,Biology,Computer Engineering,655,462,14,13,12,13,5,674,406,599,735,774,234,230,674,202,10
drawdalesr8,Balanced,MS,brooklyn technical high school,brooklyn,NY,2.03,2022,Biology,Creative Writing,418,534,8,1,18,14,29,204,781,343,280,745,719,320,235,367,7
hhuner9,impactful,VA,academic magnet high school,north charleston,SC,2.24,2025,Computer Science,Psychology,422,711,2,15,34,21,22,688,249,506,258,237,608,606,707,305,8
aharrismithra,Realigned,PA,academy for information technology,scotch plains,NJ,3.81,2023,Computer Science,Sociology,394,637,15,27,32,20,13,699,517,262,532,275,605,662,740,710,2
lantonowiczrb,systemic,TX,james madison high school,vienna,VA,2.94,2025,Computer Science,Creative Writing,716,737,35,4,18,26,10,470,691,411,706,627,349,721,742,338,4
fschiementzrc,benchmark,TX,whitney high school,cerritos,CA,3.05,2025,Biology,Computer Engineering,717,586,18,35,9,22,27,307,508,306,519,335,431,223,750,428,9
mstanclifferd,firmware,CA,brooklyn technical high school,brooklyn,NY,3.67,2025,Spanish,Creative Writing,388,573,29,24,10,34,34,233,790,209,513,246,435,227,310,785,3
sjiruchre,Cross-group,TX,academic magnet high school,north charleston,SC,3.62,2026,Spanish,Computer Engineering,264,462,31,16,11,31,1,354,450,744,327,348,606,739,486,367,2
eantwisrf,Enterprise-wide,IA,academy for information technology,scotch plains,NJ,2.1,2025,English,Computer Engineering,680,653,8,13,21,7,5,323,657,374,219,569,313,245,254,644,3
hfayerbrotherrg,challenge,MS,james madison high school,vienna,VA,2.68,2024,Biology,Computer Engineering,491,515,11,23,2,17,36,766,360,324,774,636,405,533,240,361,2
akleinlererrh,Universal,TX,whitney high school,cerritos,CA,3.46,2024,Mathematics,Sociology,311,609,10,1,5,4,22,520,602,520,547,520,364,573,722,714,3
vmilillori,Seamless,NY,brooklyn technical high school,brooklyn,NY,2.72,2024,Mathematics,Creative Writing,255,640,23,3,34,12,9,210,717,476,287,430,365,800,729,745,9
mlateyrj,didactic,FL,academic magnet high school,north charleston,SC,3.09,2026,Mathematics,Computer Engineering,779,408,31,23,11,4,6,618,759,417,628,668,689,697,514,596,0
bfreddirk,Networked,FL,academy for information technology,scotch plains,NJ,2.22,2025,Computer Science,Creative Writing,424,578,31,10,8,28,32,566,635,262,395,693,719,290,613,610,10
kphilliskirkrl,Down-sized,VA,james madison high school,vienna,VA,3.04,2023,Computer Science,Computer Engineering,447,325,17,11,31,14,11,201,696,423,782,678,315,445,534,643,0
jchoatrm,initiative,NM,whitney high school,cerritos,CA,2.01,2025,Computer Science,Computer Engineering,766,746,3,4,32,26,1,682,743,536,525,693,497,594,721,393,7
